forward_scenario,load_w,phase_deg,temperature_c,grounding,added_cps_pf,repeat,true_rs_ohm,true_cps_pf,estimated_rs_ohm,estimated_ls_uh,estimated_cps_pf,cps_error_pct,true_ips_rms_a,predicted_ips_rms_a,total_capacitive_source_rms_a,cps_only_total_source_error_pct,valid_frequency_count,median_condition,physics_fit_cost
matched_switching,250.0,5.572516323178269,25.0,asymmetric,0.0,2,0.095,28.36,0.10080825015743256,96.00110610580886,28.350313380945273,-0.034155920503270806,0.025716510169269815,0.025707726458500186,0.05730972658729351,55.14247233522835,105,2.4185744406213066,2.9734716106914334e-05
matched_switching,250.0,5.572516323178269,25.0,asymmetric,5.0,0,0.095,33.36,0.0937212821207846,96.00282509834885,33.34296333627412,-0.05106913586895526,0.030250450608139672,0.030235001964417633,0.05353362000666873,43.521469385684675,105,2.4183782608764663,3.4982430564791575e-05
matched_switching,250.0,5.572516323178269,25.0,asymmetric,5.0,1,0.095,33.36,0.09359851107796036,95.99747455205596,33.3794600704052,0.05833354438010184,0.030250450608139672,0.030268096768170355,0.05353362000666873,43.45964878818239,105,2.416916241221167,2.526297070399608e-05
matched_switching,250.0,5.572516323178269,25.0,asymmetric,5.0,2,0.095,33.36,0.09559458601222262,96.00341038299482,33.32868695749683,-0.09386403628050727,0.030250450608139672,0.03022205631420583,0.05353362000666873,43.545651666296735,105,2.4162129226898017,2.8661663716130377e-05
matched_switching,250.0,5.572516323178269,25.0,asymmetric,10.0,0,0.095,38.36,0.08646584272021124,95.99909465985067,38.354571990175884,-0.0141501820232354,0.034784391047009526,0.0347794689923607,0.049883919376216904,30.279197329986733,105,2.415693553778273,3.153693698945447e-05
matched_switching,250.0,5.572516323178269,25.0,asymmetric,10.0,1,0.095,38.36,0.10797660107406609,96.00476264568663,38.33747686705562,-0.058715153661045565,0.034784391047009526,0.03476396733835622,0.049883919376216904,30.31027278315546,105,2.4189153763353155,2.40582130698437e-05
matched_switching,250.0,5.572516323178269,25.0,asymmetric,10.0,2,0.095,38.36,0.10311247516921077,96.00077673769108,38.37198650172198,0.031247397606825402,0.034784391047009526,0.0347952602639851,0.049883919376216904,30.247541293689135,105,2.4213850995872623,2.4065150208608688e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,0.0,0,0.11553425,28.36,0.11323828379823773,95.99734041441157,28.408731167059468,0.1718306313803519,0.025716510169269815,0.025760699011062663,0.01000257559896507,157.54065796541468,105,2.4184045405178933,3.850927792854823e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,0.0,1,0.11553425,28.36,0.11131339334432097,95.99499747939782,28.367510411703183,0.02648241080106914,0.025716510169269815,0.025723320521136538,0.01000257559896507,157.16696931336398,105,2.4181553381581713,2.973969136721485e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,0.0,2,0.11553425,28.36,0.11673733177341045,96.0006253769368,28.36916027485604,0.032299981861920936,0.025716510169269815,0.025724816597390007,0.01000257559896507,157.18192622359848,105,2.421483892328285,3.873525591323128e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,5.0,0,0.11553425,33.36,0.1273949403153232,95.9996301602088,33.348602244987816,-0.034165932290728625,0.030250450608139672,0.030240115259667258,0.01293061911040041,133.86440356397478,105,2.419582345235662,2.7094241937760982e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,5.0,1,0.11553425,33.36,0.10913481006979042,95.99851378072904,33.381077154063476,0.06318091745645438,0.030250450608139672,0.030269563120368603,0.01293061911040041,134.09214100214322,105,2.420070825052491,3.168752953475069e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,5.0,2,0.11553425,33.36,0.12154894372794058,96.00086162729517,33.370628578091015,0.03186024607617717,0.030250450608139672,0.030260088476142578,0.01293061911040041,134.0188680664459,105,2.418763467543996,2.482298306578942e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,10.0,0,0.11553425,38.36,0.11844194583712007,96.00122141708275,38.34336057673113,-0.0433770158208311,0.034784391047009526,0.03476930261620188,0.01659709415379487,109.4903016999033,105,2.421503016860476,2.293503765983714e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,10.0,1,0.11553425,38.36,0.117617394710385,96.00203321629101,38.35297471859893,-0.018314080816137765,0.034784391047009526,0.03477802060552178,0.01659709415379487,109.5428289027926,105,2.4190701214138044,2.81404476082051e-05
matched_switching,250.0,5.572516323178269,80.0,baseline,10.0,2,0.11553425,38.36,0.1201464006306502,96.00251667072658,38.360146765197456,0.0003825995762660872,0.034784391047009526,0.034784524131942274,0.01659709415379487,109.58201363212072,105,2.418720796920462,2.5169276158539977e-05
matched_switching,250.0,5.572516323178269,80.0,asymmetric,0.0,0,0.11553425,28.36,0.11485336133807107,96.0002371921772,28.38111123865519,0.07444019271928504,0.025716510169269815,0.025735653589000495,0.05730972658729351,55.09374215945656,106,2.422078685236183,3.103909373580238e-05
matched_switching,250.0,5.572516323178269,80.0,asymmetric,0.0,1,0.11553425,28.36,0.11342902015386094,95.99802596887824,28.356678582405625,-0.011711627624736282,0.025716510169269815,0.02571349834736071,0.05730972658729351,55.132400940363574,105,2.41757665702062,3.1157342278676295e-05
