budget,case,n,method,port_response_mae,node_voltage_mae_norm,displacement_current_error_percent,peak_voltage_error_percent,peak_location_hit,peak_location_distance_norm,edge_retention
0.4,72,4,magnitude,1.674783316057508e-06,1.0694156765741676e-07,24.21495142638755,2.4174137501112942e-05,1.0,0.0,0.375
0.4,72,4,fisher_proxy,1.3199415941573626e-06,1.0972285162741788e-07,24.35418847679615,1.8180759058504943e-05,1.0,0.0,0.375
0.4,72,4,oracle_edge_current,1.674783316057508e-06,1.0694156765741676e-07,24.21495142638755,2.4174137501112942e-05,1.0,0.0,0.375
0.4,72,4,learned_gate,1.674783316057508e-06,1.0694156765741676e-07,24.21495142638755,2.4174137501112942e-05,1.0,0.0,0.375
0.4,73,6,distance,2.640718984527809e-06,1.3411620761715084e-07,39.79365395553533,2.0480925714215177e-05,1.0,0.0,0.38888888888888884
0.4,73,6,magnitude,2.5118206318788054e-06,1.1778235347831215e-07,37.37151342942923,1.8696260960181204e-05,1.0,0.0,0.38888888888888884
0.4,73,6,fisher_proxy,1.6838807631486783e-06,1.2804162626835316e-07,31.242855612569826,1.6802516786175515e-05,1.0,0.0,0.38888888888888884
0.4,73,6,oracle_edge_current,1.647838246128548e-06,1.2664551284373744e-07,30.822181216127674,1.5844912567147208e-05,1.0,0.0,0.38888888888888884
0.4,73,6,learned_gate,1.647838246128548e-06,1.2664551284373744e-07,30.822181216127674,1.5844912567147208e-05,1.0,0.0,0.38888888888888884
0.4,74,8,distance,1.3227262841248934e-06,8.637026872159042e-08,32.804104871685325,8.477533348079548e-06,1.0,0.0,0.40625
0.4,74,8,magnitude,1.640662090043251e-06,8.94474019922548e-08,37.17576148691766,1.0054350124477138e-05,1.0,0.0,0.40625
0.4,74,8,fisher_proxy,9.452874885882778e-07,8.713556779243247e-08,30.064872083190714,6.558049943537116e-06,1.0,0.0,0.40625
0.4,74,8,oracle_edge_current,9.485513407586711e-07,7.658345425116442e-08,28.870855445917627,6.374204228960961e-06,1.0,0.0,0.40625
0.4,74,8,learned_gate,9.983584607457724e-07,7.747602488259759e-08,28.962098604855342,6.68515119816032e-06,1.0,0.0,0.40625
0.6,0,4,distance,6.117322921998097e-07,2.0725260417042745e-08,7.010610302414983,4.927378888881269e-06,1.0,0.0,0.625
0.6,0,4,magnitude,6.117322921998097e-07,2.0725260417042745e-08,7.010610302414983,4.927378888881269e-06,1.0,0.0,0.625
0.6,0,4,fisher_proxy,4.5137196231041324e-07,5.084186148259473e-08,10.544167108567807,6.176509683720864e-06,1.0,0.0,0.625
0.6,0,4,oracle_edge_current,4.049088006329258e-07,2.8193123364059577e-08,6.080346459104569,5.887584985199484e-06,1.0,0.0,0.625
0.6,0,4,learned_gate,6.117322921998097e-07,2.0725260417042745e-08,7.010610302414983,4.927378888881269e-06,1.0,0.0,0.625
0.6,1,6,distance,1.4869206353954288e-06,6.59213184060362e-08,15.285616229585905,9.86988563310451e-06,1.0,0.0,0.611111111111111
0.6,1,6,magnitude,1.4869206353954288e-06,6.59213184060362e-08,15.285616229585905,9.86988563310451e-06,1.0,0.0,0.611111111111111
0.6,1,6,fisher_proxy,8.81237213787416e-07,8.348334644161992e-08,14.092823915443581,7.794513975099049e-06,1.0,0.0,0.611111111111111
0.6,1,6,oracle_edge_current,1.0161203731617653e-06,6.65729850140792e-08,13.330810220346216,7.467670570250051e-06,1.0,0.0,0.611111111111111
0.6,1,6,learned_gate,1.1955607527661116e-06,6.949329602588645e-08,13.807307284835494,1.0149255330175245e-05,1.0,0.0,0.611111111111111
0.6,2,8,distance,9.687275795219249e-07,4.9404699857712304e-08,21.220336904016218,5.9614136577177165e-06,1.0,0.0,0.59375
0.6,2,8,magnitude,9.490887854800694e-07,4.729056699620864e-08,20.524385913284114,5.427302866094727e-06,1.0,0.0,0.59375
0.6,2,8,fisher_proxy,4.657775211280221e-07,4.625348131558094e-08,15.8641345861123,3.1722742807862346e-06,1.0,0.0,0.59375
0.6,2,8,oracle_edge_current,5.246038873173905e-07,4.144085762047545e-08,15.622286812764678,3.0005781838191455e-06,1.0,0.0,0.59375
0.6,2,8,learned_gate,6.04230029934884e-07,4.2887422529995994e-08,16.188695481928015,3.910990630529222e-06,1.0,0.0,0.59375
0.6,3,4,distance,6.147438786144321e-07,2.3818402047672273e-08,7.0562064632312484,5.996882451417096e-06,1.0,0.0,0.625
0.6,3,4,magnitude,6.147438786144321e-07,2.3818402047672273e-08,7.0562064632312484,5.996882451417096e-06,1.0,0.0,0.625
0.6,3,4,fisher_proxy,4.2715537523820475e-07,5.1543293127525884e-08,10.07636039028665,6.148992867082736e-06,1.0,0.0,0.625
0.6,3,4,oracle_edge_current,4.936504042082901e-07,1.9323038528016893e-08,6.299790231403314,2.396073837874106e-06,1.0,0.0,0.625
0.6,3,4,learned_gate,6.147438786144321e-07,2.3818402047672273e-08,7.0562064632312484,5.996882451417096e-06,1.0,0.0,0.625
0.6,4,6,distance,6.395875560194265e-07,3.259844555765151e-08,10.748981676117356,4.452769856217859e-06,1.0,0.0,0.611111111111111
0.6,4,6,magnitude,1.0088568497929976e-06,3.4104613739748494e-08,14.501025252398195,6.312511755366165e-06,1.0,0.0,0.611111111111111
0.6,4,6,fisher_proxy,5.078250154649106e-07,5.689786868579886e-08,13.777328969270608,4.803951696210589e-06,1.0,0.0,0.611111111111111
0.6,4,6,oracle_edge_current,5.245611440336806e-07,3.525238140020112e-08,10.101227881637936,4.63823268620018e-06,1.0,0.0,0.611111111111111
0.6,4,6,learned_gate,6.395875560194265e-07,3.259844555765151e-08,10.748981676117356,4.452769856217859e-06,1.0,0.0,0.611111111111111
0.6,5,8,distance,1.1455676783615754e-06,5.925960827172174e-08,16.635703878722612,7.607465114948088e-06,1.0,0.0,0.59375
0.6,5,8,magnitude,1.0329778064929508e-06,4.6986510255901066e-08,14.44217159753967,6.029873335338299e-06,1.0,0.0,0.59375
0.6,5,8,fisher_proxy,5.118806498161793e-07,5.738818462126795e-08,12.830026757583102,3.9381640889617695e-06,1.0,0.0,0.59375
0.6,5,8,oracle_edge_current,5.905206317129384e-07,4.347627542430088e-08,10.923458927137219,3.5720705231522957e-06,1.0,0.0,0.59375
0.6,5,8,learned_gate,7.257308496525875e-07,4.055806048138676e-08,11.430843994350258,4.24518427132085e-06,1.0,0.0,0.59375
0.6,6,4,distance,8.307148456622217e-07,2.4995956470896443e-08,14.685389500582449,6.041117280065552e-06,1.0,0.0,0.625
0.6,6,4,magnitude,8.307148456622217e-07,2.4995956470896443e-08,14.685389500582449,6.041117280065552e-06,1.0,0.0,0.625
0.6,6,4,fisher_proxy,4.3568437287389943e-07,3.571283651573655e-08,13.145423651205284,4.2737776509113275e-06,1.0,0.0,0.625
0.6,6,4,oracle_edge_current,5.222166275888063e-07,3.053889924016649e-08,11.466533142694072,6.786310206946828e-06,1.0,0.0,0.625
0.6,6,4,learned_gate,5.222166275888063e-07,3.053889924016649e-08,11.466533142694072,6.786310206946828e-06,1.0,0.0,0.625
0.6,7,6,distance,6.819256896856141e-07,3.075091709787234e-08,13.799678931375883,4.4753872435763915e-06,1.0,0.0,0.611111111111111
0.6,7,6,magnitude,6.942532069392539e-07,3.329341583654372e-08,14.24687999011235,4.874244995787952e-06,1.0,0.0,0.611111111111111
0.6,7,6,fisher_proxy,4.043225977575643e-07,3.9260534465673006e-08,12.709406757194468,3.5720257032802845e-06,1.0,0.0,0.611111111111111
0.6,7,6,oracle_edge_current,4.5066999117953733e-07,3.0821391823620855e-08,11.760075177104987,3.317044850001009e-06,1.0,0.0,0.611111111111111
0.6,7,6,learned_gate,4.837632486117312e-07,3.433251748684875e-08,11.944605099688292,3.841867940249867e-06,1.0,0.0,0.611111111111111
0.6,8,8,distance,8.392881429172133e-07,4.997473496743274e-08,17.982203759399383,5.199711656438894e-06,1.0,0.0,0.59375
0.6,8,8,magnitude,9.969222891045184e-07,4.714454072589343e-08,19.571101650374292,5.73930223202039e-06,1.0,0.0,0.59375
0.6,8,8,fisher_proxy,5.314541539659367e-07,5.6547774733301084e-08,17.112755207351977,3.5171871861099994e-06,1.0,0.0,0.59375
0.6,8,8,oracle_edge_current,5.635835733975297e-07,4.195360140852296e-08,15.246261646084596,3.49978092265528e-06,1.0,0.0,0.59375
0.6,8,8,learned_gate,6.820192831546277e-07,4.627056948770466e-08,16.143094775070622,4.586003867788227e-06,1.0,0.0,0.59375
0.6,9,4,distance,4.3898172831997813e-07,1.6584083142891068e-08,7.185881907773947,3.6979148746263586e-06,1.0,0.0,0.625
0.6,9,4,magnitude,4.3898172831997813e-07,1.6584083142891068e-08,7.185881907773947,3.6979148746263586e-06,1.0,0.0,0.625
