noise_pct,fault_change_pct,fault_section,repeat,predicted_section,full_location_correct,predicted_group,true_group,group_location_correct,full_true_section_amplitude_error_pct,group_true_amplitude_error_pct,delta_cps1_pct,delta_cps2_pct,delta_cps3_pct,delta_cps4_pct
0.05,5.0,1,141,1,1,1,1,1,8.229814741853337,7.789489018955519,5.422458302235457,-0.12418038084674224,-0.08823938163992234,0.3907746610517294
0.05,5.0,1,142,1,1,1,1,1,1.3776071338814693,3.9322228859119734,5.070598085261311,-0.4365617197690068,0.4965313448350945,-0.4838764107674348
0.05,5.0,1,143,1,1,1,1,1,7.879144046296666,7.755660216705532,5.404422820726924,0.2891453232288725,0.13687663121519889,-0.6950086894499927
0.05,5.0,1,144,1,1,1,1,1,1.0705000126464206,5.300309913534908,5.054855689209338,0.7668829939510906,-0.24056682389754755,-0.45236314292926755
0.05,5.0,1,145,1,1,1,1,1,4.609260851566374,1.653446566356725,4.764134391142144,-0.0020180028958852376,-0.5491592566986105,1.2158234289358505
0.05,5.0,1,146,1,1,1,1,1,3.774962554386474,0.2108273946510512,4.806787889758517,0.47006360320977797,-0.39583150884776763,0.2911720381473894
0.05,5.0,1,147,1,1,1,1,1,16.10663538751678,18.951619699608663,5.82838831658028,0.5709430428244964,-0.15955967974142296,-0.3908337406153364
0.05,5.0,1,148,1,1,1,1,1,3.5093870334998707,0.9825040712029022,4.820369081148222,0.17999204783726505,-0.35745099369048283,0.5540012019787347
0.05,5.0,1,149,1,1,1,1,1,0.4022355405860025,5.271990843359163,5.020608417111981,0.7270918422945873,-0.3752317152989298,-0.17182915540994928
0.05,5.0,1,150,1,1,1,1,1,2.538905926207187,0.034313331688042376,5.130147911631374,-0.11600361547534055,0.268292520598456,-0.4028438028629849
0.05,5.0,1,151,1,1,1,1,1,2.280703611217323,6.00128615643941,5.116904730128234,0.30175905080453463,-0.4794738969216777,0.5696448878889356
0.05,5.0,1,152,1,1,1,1,1,2.9644301957586876,0.9650504561962625,5.151976666975613,-0.3474234818274216,0.32999090321316493,-0.2527655470401762
0.05,5.0,1,153,1,1,1,1,1,8.110544371737525,5.361892348155867,5.416323714962377,-0.18317505224902134,0.23949796170010593,-0.3582015547687831
0.05,5.0,1,154,1,1,1,1,1,0.1450186166210284,4.503491827840284,5.007429519052238,0.5775506598318522,-0.3938196318437538,0.04696550607558267
0.05,5.0,1,155,1,1,1,1,1,3.3591958314251795,4.181621785694318,5.172231603453276,0.01580515600875805,-0.20179581337448874,0.35905110053274075
0.05,5.0,1,156,1,1,1,1,1,12.52654410375025,13.782802409078515,5.643695791474744,0.31505082306073223,-0.0743940375491237,-0.28316582207522734
0.05,5.0,1,157,1,1,1,1,1,13.04368789752087,7.040168424043468,5.670354675983328,-0.27732902605566606,0.704615520546887,-1.2227975750831894
0.05,5.0,1,158,1,1,1,1,1,3.239465734574725,2.314976861521177,5.16608798809456,-0.31794151209568555,-0.13668975879813108,0.766329834047001
0.05,5.0,1,159,1,1,1,1,1,11.067802024796682,6.495271906946849,5.568533530323104,-0.20738303454169307,0.5178453537511297,-0.9388522963895548
0.05,5.0,1,160,1,1,1,1,1,7.0514472258375696,1.270182211801617,4.639377369871818,0.9720375351671384,-0.35137513249139257,-0.5132445752525427
0.05,5.0,1,161,1,1,1,1,1,5.776590244778935,3.259398529173254,5.296350247465785,-0.17340606081328316,0.21424223245042587,-0.2586440397777702
0.05,5.0,1,162,1,1,1,1,1,0.8059001441320764,0.0031133969516146786,4.958722115410807,0.029963715624458185,-0.18260166497258826,0.3463825452025529
0.05,5.0,1,163,1,1,1,1,1,1.8280000866712907,2.956083698179779,5.093689619484129,-0.3524401204251028,0.4692239322290184,-0.5161896436409597
0.05,5.0,1,164,1,1,1,1,1,12.772203562789645,5.368969008438678,5.656358755806347,-0.7771563263270329,0.5997519534750083,-0.21900699059035172
0.05,5.0,1,165,1,1,1,1,1,7.860228216997402,12.216278316069678,4.598094234182361,-0.4078954197249398,0.3655208494657459,-0.25872046037008717
0.05,5.0,1,166,1,1,1,1,1,0.48951064510864684,0.826081684118699,4.974925524451482,0.15364133818591097,0.07892993619021799,-0.4880629286107231
0.05,5.0,1,167,1,1,1,1,1,0.34771126913637873,3.3669245979221367,5.017814645474731,0.3574249947435891,-0.32085538426495286,0.23355588986913003
0.05,5.0,1,168,1,1,1,1,1,1.0748076999240594,1.728110024404826,4.944952388421033,-0.16091652653079205,-0.07933314405273507,0.31481257259074136
0.05,5.0,1,169,1,1,1,1,1,3.103309787508603,4.640375303286682,5.159101962236971,-0.8091553530997136,0.6412144685244415,-0.25614917725596303
0.05,5.0,1,170,1,1,1,1,1,2.7713096040857277,1.620471289726318,5.142069309269584,0.1741642480963273,0.22631550880407142,-0.7900555980182853
0.05,5.0,1,171,1,1,1,1,1,13.570424215250487,8.731619983964999,5.697514973002544,-0.5613457568820727,0.3288694581443907,0.09340327040278523
0.05,5.0,1,172,1,1,1,1,1,1.8341458603453626,0.5920589827358147,4.906079338740029,0.11448087816952045,-0.19839971812817903,0.23596197065727914
0.05,5.0,1,173,1,1,1,1,1,0.6731648442161101,0.943127260397259,4.965519648217341,0.3806123825174408,-0.08119965912476088,-0.3830156104720526
