scenario,added_cps_pf,repeat,true_cps_pf,model_only_3p_cps_pf,model_only_3p_ls_uh,model_only_3p_rs_ohm,reconstructed_2p_cps_pf,reconstructed_2p_ls_uh,reconstructed_2p_cost_rms,reconstructed_3p_cps_pf,reconstructed_3p_ls_uh,reconstructed_3p_rs_ohm,reconstructed_3p_cost_rms,log_residual_3p,valid_frequency_count,median_excitation_condition,median_sigma_ratio
copper_dispersion,2.5,0,30.859999999999996,29.84231621422978,95.73973999111348,0.09987744393669236,29.88239740175478,95.73782322759332,9.763572318115e-05,29.882397265204922,95.7378232276668,0.10006939290974662,9.762690199720154e-05,-0.0321912601294323,2806,2.3770115551896653,0.6486111405834037
copper_dispersion,2.5,1,30.859999999999996,29.781711379017704,95.73947853746654,0.099877669650002,29.719930105648277,95.73923541196281,0.00010131365130694236,29.719929826919177,95.73923541504,0.10014893284577946,0.00010130487537602593,-0.0376429882282445,2803,2.375660426756203,0.6487954840780678
copper_dispersion,2.5,2,30.859999999999996,29.842283272987235,95.7398315561083,0.09987748313734038,29.804150247809833,95.73962708918923,0.00011704348959647393,29.804150351284537,95.73962709716982,0.09955798446448808,0.00011703754132672845,-0.03481318958827591,2806,2.3756823167767678,0.6487924951781053
copper_dispersion,2.5,3,30.859999999999996,29.78071744938804,95.73960207252773,0.09987760571057949,29.791047573063018,95.73892756244446,9.524191950647892e-05,29.79104756637251,95.73892756622249,0.09979761760265207,9.523382685775573e-05,-0.03525291579377516,2807,2.379174760464397,0.6483161316381342
copper_dispersion,2.5,4,30.859999999999996,29.840945957486433,95.72841030634578,0.09987861469270465,29.865222338092998,95.72739538895203,9.950996463261014e-05,29.865222197730105,95.72739537848774,0.09986066891458667,9.950200788944012e-05,-0.0327661807070982,2806,2.377050688988097,0.648605816148255
copper_dispersion,5.0,0,33.36,32.226989790739886,95.72836972118472,0.09987879179647473,32.30889734032905,95.72591080257725,0.00010741958256706155,32.30889711882056,95.72591082904485,0.09999573836610744,0.00010741179038923702,-0.032014932596972384,2804,2.3769203871901805,0.6486235859240479
copper_dispersion,5.0,1,33.36,32.280124923186705,95.72875925104837,0.0998789416912506,32.264132826151,95.7275539287099,0.00010344210684379983,32.264132519448395,95.72755392304225,0.09996178392747854,0.00010343412419194484,-0.03340141258076572,2804,2.3745659416384735,0.6489450395239549
copper_dispersion,5.0,2,33.36,32.282544966471775,95.7422193830795,0.0998776519682594,32.34618245230971,95.74158024847317,9.556611127116874e-05,32.34618249443002,95.74158026447653,0.09978728534453503,9.555807978030157e-05,-0.030861569861493156,2808,2.3760261157536635,0.6487455622497662
copper_dispersion,5.0,3,33.36,32.280723619666254,95.73894278975388,0.09987809071889141,32.300719269484546,95.7391609266001,9.518195353650008e-05,32.30071919589444,95.73916094932206,0.0996611997658102,9.517430854745647e-05,-0.03226808138305885,2807,2.379643683612218,0.6482522511879697
copper_dispersion,5.0,4,33.36,32.27542032624528,95.72755782865424,0.09987879591350779,32.29653568969485,95.72758346148231,0.0001056593867587325,32.296535987641214,95.72758345635286,0.10008413048805827,0.00010565118167237114,-0.03239759797775583,2803,2.3756234004838266,0.6488005400950914
